origin,factor_id,factor_label,unit,iso2,country,value,year,source,url,note,status
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,FI,Finland,14635.462,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,FR,France,8551.734,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,GB,United Kingdom,4202.795,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,GR,Greece,5862.853,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,HR,Croatia,3820.0034,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,HU,Hungary,4177.617,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,IE,Ireland,5830.783,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,IL,Israel,8626.503,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,IS,Iceland,48423.5,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,IT,Italy,4475.346,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,JO,Jordan,2048.8389,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,KW,Kuwait,18402.018,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,LT,Lithuania,3141.1763,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,LU,Luxembourg,2263.1948,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,LV,Latvia,3382.6797,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,MA,Morocco,1157.9261,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,MT,Malta,4015.3574,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,NL,Netherlands,7356.0425,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,NO,Norway,28598.236,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,OM,Oman,9616.547,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,PL,Poland,4542.6284,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,PT,Portugal,4910.76,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,QA,Qatar,18030.156,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,RO,Romania,2634.2434,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,RS,Serbia,5474.6284,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,SA,Saudi Arabia,13386.431,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,SE,Sweden,16019.127,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,SI,Slovenia,7009.688,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,SK,Slovakia,5315.191,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,TN,Tunisia,1806.686,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,TR,Türkiye,4035.562,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,AE,United Arab Emirates,889.5377,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,AT,Austria,2648.10229,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,CH,Switzerland,2619.74154,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,CY,Cyprus,325.14267,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,CZ,Czechia,2186.3591,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,DE,Germany,2006.65327,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,DZ,Algeria,41.86166,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,EE,Estonia,654.84807,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,EG,Egypt,369.55568,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,ES,Spain,1264.92042,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,FR,France,1805.54395,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,GB,United Kingdom,1305.4251,2016,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,HR,Croatia,714.10522,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,HU,Hungary,770.31206,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,IE,Ireland,1164.60931,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,IS,Iceland,2371.46113,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,JO,Jordan,108.88597,2015,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,KW,Kuwait,45.19843,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,LU,Luxembourg,3166.02186,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,MA,Morocco,40.25476,2016,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,MT,Malta,885.98028,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,OM,Oman,32.77024,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,PL,Poland,415.27482,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,PT,Portugal,780.06385,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,QA,Qatar,397.09787,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,RO,Romania,278.82409,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,RS,Serbia,412.03292,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,SI,Slovenia,1814.20289,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,SK,Slovakia,520.62951,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,TN,Tunisia,61.73693,2018,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,rd_techs_per_million,R&D technicians per million population,count,TR,Türkiye,353.73836,2017,"World Bank Indicators — Technicians in R&D (per million people, SP.POP.TECH.RD.P6)",https://data.worldbank.org/indicator/SP.POP.TECH.RD.P6,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,AE,United Arab Emirates,52.7169189453125,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,AT,Austria,14.8791799545288,2021,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,BE,Belgium,37.4110337879949,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,BG,Bulgaria,26.3688540109966,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,BH,Bahrain,29.5776996612549,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,CH,Switzerland,41.2647756874978,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,CY,Cyprus,34.7165099830882,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,CZ,Czechia,21.9581005821149,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,DE,Germany,30.5294541601323,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,DK,Denmark,33.6215669364704,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,DZ,Algeria,11.4359302520752,2019,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,EE,Estonia,32.9437276359698,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,EG,Egypt,18.0522908453089,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,ES,Spain,25.0426560264041,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,FI,Finland,29.8881473990903,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,FR,France,24.3546212580131,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,GB,United Kingdom,39.5936584472656,2021,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,GR,Greece,28.0326523757238,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,HR,Croatia,21.9618380926261,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,HU,Hungary,26.3525127220673,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,IE,Ireland,41.8523570536881,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,IL,Israel,38.2999787289694,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,IS,Iceland,34.4636962573314,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,IT,Italy,17.5816398207436,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,JO,Jordan,23.2269191741943,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,KW,Kuwait,11.1163301467896,2018,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,LT,Lithuania,41.3070548478587,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,LU,Luxembourg,41.8519604082982,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,LV,Latvia,33.2018814850714,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,MT,Malta,26.3049825063073,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,NL,Netherlands,36.5573313987755,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,NO,Norway,32.1868255742863,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,OM,Oman,19.1144905090332,2022,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,PL,Poland,27.7237205505371,2021,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,PT,Portugal,23.5028353899237,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,QA,Qatar,30.3933792114258,2022,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,RO,Romania,14.6010893280568,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,RS,Serbia,18.6692014707128,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,SA,Saudi Arabia,30.8887484783962,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,SE,Sweden,34.883027208531,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,SI,Slovenia,22.0416035512248,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,SK,Slovakia,25.2886278348116,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,TN,Tunisia,12.8028297424316,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
api_fetch,tertiary_grad_pct,Tertiary education attainment %,%,TR,Türkiye,21.8643391177776,2023,"World Bank Indicators — Educational attainment ≥ Bachelor's (% of pop 25+, SE.TER.CUAT.BA.ZS)",https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,,pending
hyperscale,facility,Equinix DX1/DX2 (Dubai),MW,AE,United Arab Emirates,35,,Equinix,https://www.equinix.com/data-centers/middle-east-colocation/uae-colocation/,operational,pending
hyperscale,facility,G42 / G42 Cloud Dubai,MW,AE,United Arab Emirates,120,,G42,https://www.g42.ai/,under_construction; AI infra build-out,pending
hyperscale,facility,Microsoft UAE North,MW,AE,United Arab Emirates,80,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction,pending
hyperscale,facility,khazna AUH/DXB cluster,MW,AE,United Arab Emirates,180,,khazna,https://www.khazna.ae/,operational,pending
hyperscale,facility,khazna AUH04/05 expansion,MW,AE,United Arab Emirates,100,,khazna,https://www.khazna.ae/,under_construction,pending
hyperscale,facility,Google St-Ghislain,MW,BE,Belgium,200,,Google,https://www.google.com/about/datacenters/locations/st-ghislain/,operational,pending
hyperscale,facility,Google St-Ghislain Phase 4,MW,BE,Belgium,100,,Google,https://www.google.com/about/datacenters/locations/st-ghislain/,under_construction,pending
hyperscale,facility,CE Colo Prague,MW,CZ,Czechia,30,,CE Colo,https://www.cecolo.com/,operational,pending
hyperscale,facility,CyrusOne FRA5/FRA6,MW,DE,Germany,110,,CyrusOne,https://www.cyrusone.com/,under_construction,pending
hyperscale,facility,Digital Realty / Interxion FRA1-FRA17,MW,DE,Germany,180,,Digital Realty,https://www.digitalrealty.com/data-centers/emea/frankfurt,operational,pending
hyperscale,facility,Digital Realty FRA18-FRA20,MW,DE,Germany,120,,Digital Realty,https://www.digitalrealty.com/,under_construction,pending
hyperscale,facility,Equinix FR2/FR4/FR5/FR6/FR7,MW,DE,Germany,130,,Equinix,https://www.equinix.com/data-centers/europe-colocation/germany-colocation/frankfurt-data-centers,operational,pending
